0	100000
1	98992
2	98002
3	97005
4	96014
5	95026
6	94117
7	93229
8	92277
9	91373
10	90443
11	89550
12	88706
13	87875
14	86986
15	86090
16	85301
17	84423
18	83612
19	82823
20	81978
21	81120
22	80292
23	79426
24	78637
25	77873
26	77094
27	76320
28	75581
29	74833
30	74082
31	73381
32	72687
33	71959
34	71253
35	70529
36	69829
37	69111
38	68412
39	67742
40	67055
41	66379
42	65725
43	65050
44	64389
45	63763
46	63125
47	62495
48	61855
49	61227
50	60647
51	60023
52	59443
53	58854
54	58281
55	57707
56	57128
57	56545
58	56010
59	55444
60	54912
61	54433
62	53894
63	53347
64	52777
65	52268
66	51711
67	51219
68	50676
69	50161
70	49652
71	49159
72	48673
73	48194
74	47722
75	47207
76	46719
77	46218
78	45735
79	45270
80	44804
81	44331
82	43875
83	43378
84	42917
85	42497
86	42062
87	41607
88	41158
89	40750
90	40309
91	39900
92	39518
93	39141
94	38748
95	38360
96	37997
97	37634
98	37254
99	36865
100	36484
101	36123
102	35762
103	35429
104	35097
105	34753
106	34414
107	34055
108	33705
109	33382
110	33050
111	32701
112	32374
113	32080
114	31755
115	31446
116	31146
117	30840
118	30501
119	30188
120	29874
121	29563
122	29244
123	28947
124	28667
125	28370
126	28076
127	27800
128	27517
129	27242
130	26948
131	26695
132	26440
133	26149
134	25885
135	25646
136	25377
137	25123
138	24869
139	24607
140	24368
141	24104
142	23884
143	23675
144	23462
145	23237
146	23012
147	22805
148	22588
149	22362
150	22138
151	21925
152	21699
153	21472
154	21256
155	21065
156	20853
157	20648
158	20429
159	20218
160	20012
161	19829
162	19625
163	19419
164	19225
165	19011
166	18835
167	18657
168	18482
169	18296
170	18117
171	17913
172	17727
173	17560
174	17379
175	17188
176	17014
177	16821
178	16647
179	16497
180	16342
181	16174
182	15999
183	15847
184	15682
185	15500
186	15348
187	15190
188	15045
189	14899
190	14750
191	14594
192	14450
193	14290
194	14145
195	14016
196	13893
197	13765
198	13617
199	13481
200	13347
201	13217
202	13074
203	12958
204	12819
205	12720
206	12573
207	12440
208	12331
209	12213
210	12067
211	11954
212	11845
213	11724
214	11624
215	11509
216	11395
217	11291
218	11156
219	11042
220	10929
221	10832
222	10727
223	10612
224	10508
225	10413
226	10310
227	10202
228	10094
229	10007
230	9915
231	9826
232	9739
233	9629
234	9531
235	9445
236	9346
237	9243
238	9148
239	9038
240	8963
241	8883
242	8785
243	8696
244	8604
245	8517
246	8452
247	8362
248	8299
249	8214
250	8150
251	8054
252	7979
253	7895
254	7805
255	7719
256	7650
257	7574
258	7516
259	7437
260	7356
261	7282
262	7199
263	7141
264	7062
265	6991
266	6926
267	6846
268	6783
269	6724
270	6668
271	6605
272	6541
273	6470
274	6418
275	6351
276	6291
277	6232
278	6167
279	6094
280	6031
281	5978
282	5916
283	5855
284	5803
285	5755
286	5693
287	5643
288	5587
289	5529
290	5480
291	5422
292	5367
293	5321
294	5265
295	5225
296	5172
297	5122
298	5069
299	5017
300	4960
301	4903
302	4855
303	4804
304	4759
305	4702
306	4650
307	4601
308	4560
309	4521
310	4467
311	4417
312	4371
313	4323
314	4283
315	4240
316	4195
317	4149
318	4115
319	4073
320	4033
321	3977
322	3927
323	3884
324	3848
325	3809
326	3779
327	3751
328	3714
329	3672
330	3642
331	3603
332	3565
333	3527
334	3494
335	3465
336	3431
337	3399
338	3377
339	3341
340	3294
341	3261
342	3229
343	3197
344	3161
345	3136
346	3109
347	3070
348	3044
349	3013
350	2982
351	2946
352	2918
353	2891
354	2871
355	2842
356	2811
357	2798
358	2767
359	2741
360	2710
361	2681
362	2657
363	2632
364	2596
365	2572
366	2542
