0	100000
1	98974
2	97950
3	96951
4	95972
5	94961
6	94040
7	93080
8	92155
9	91239
10	90331
11	89432
12	88549
13	87661
14	86821
15	85962
16	85108
17	84217
18	83370
19	82569
20	81756
21	80936
22	80154
23	79346
24	78555
25	77777
26	76972
27	76226
28	75426
29	74684
30	73949
31	73222
32	72518
33	71869
34	71140
35	70445
36	69759
37	69025
38	68351
39	67669
40	66993
41	66336
42	65657
43	65006
44	64387
45	63803
46	63190
47	62532
48	61913
49	61271
50	60664
51	60035
52	59434
53	58828
54	58239
55	57671
56	57076
57	56506
58	55945
59	55354
60	54816
61	54232
62	53724
63	53166
64	52627
65	52077
66	51575
67	51045
68	50505
69	49992
70	49484
71	49003
72	48528
73	48024
74	47546
75	47105
76	46595
77	46135
78	45694
79	45242
80	44798
81	44357
82	43944
83	43525
84	43108
85	42708
86	42277
87	41872
88	41487
89	41098
90	40699
91	40307
92	39922
93	39512
94	39094
95	38733
96	38321
97	37946
98	37573
99	37198
100	36853
101	36494
102	36108
103	35748
104	35410
105	35031
106	34706
107	34375
108	34063
109	33717
110	33394
111	33054
112	32706
113	32375
114	32059
115	31755
116	31454
117	31163
118	30861
119	30546
120	30255
121	29970
122	29658
123	29372
124	29077
125	28772
126	28492
127	28184
128	27897
129	27636
130	27339
131	27062
132	26762
133	26481
134	26215
135	25957
136	25715
137	25462
138	25204
139	24930
140	24647
141	24396
142	24137
143	23890
144	23668
145	23432
146	23213
147	22978
148	22743
149	22515
150	22286
151	22050
152	21854
153	21627
154	21414
155	21231
156	21025
157	20793
158	20570
159	20351
160	20163
161	19950
162	19746
163	19571
164	19367
165	19198
166	19004
167	18815
168	18633
169	18440
170	18242
171	18070
172	17900
173	17702
174	17510
175	17333
176	17172
177	16994
178	16828
179	16659
180	16479
181	16316
182	16152
183	15984
184	15811
185	15656
186	15513
187	15347
188	15185
189	15025
190	14880
191	14738
192	14587
193	14427
194	14263
195	14097
196	13956
197	13834
198	13691
199	13537
200	13397
201	13280
202	13138
203	13032
204	12889
205	12769
206	12636
207	12516
208	12392
209	12244
210	12125
211	11990
212	11852
213	11728
214	11603
215	11477
216	11371
217	11252
218	11131
219	11033
220	10929
221	10819
222	10706
223	10602
224	10514
225	10426
226	10325
227	10223
228	10113
229	10000
230	9894
231	9791
232	9693
233	9610
234	9487
235	9392
236	9287
237	9205
238	9116
239	9008
240	8923
241	8835
242	8750
243	8653
244	8564
245	8470
246	8386
247	8300
248	8199
249	8124
250	8054
251	7963
252	7875
253	7800
254	7726
255	7635
256	7545
257	7480
258	7397
259	7331
260	7249
261	7174
262	7108
263	7020
264	6950
265	6876
266	6803
267	6739
268	6662
269	6592
270	6525
271	6454
272	6390
273	6326
274	6268
275	6202
276	6134
277	6081
278	6006
279	5944
280	5885
281	5835
282	5773
283	5715
284	5654
285	5595
286	5539
287	5477
288	5421
289	5372
290	5302
291	5244
292	5193
293	5140
294	5084
295	5038
296	4992
297	4934
298	4880
299	4824
300	4772
301	4726
302	4679
303	4623
304	4580
305	4540
306	4481
307	4428
308	4379
309	4343
310	4297
311	4262
312	4215
313	4169
314	4131
315	4089
316	4041
317	3997
318	3954
319	3920
320	3886
321	3853
322	3814
323	3772
324	3730
325	3693
326	3654
327	3612
328	3583
329	3547
330	3506
331	3463
332	3428
333	3396
334	3370
335	3341
336	3303
337	3271
338	3242
339	3204
340	3170
341	3142
342	3106
343	3073
344	3038
345	3010
346	2978
347	2951
348	2914
349	2882
350	2856
351	2821
352	2795
353	2768
354	2733
355	2713
356	2682
357	2656
358	2634
359	2610
360	2569
361	2539
362	2513
363	2487
364	2452
365	2433
366	2411
367	2385
368	2352
369	2334
370	2299
371	2273
372	2248
373	2223
374	2196
375	2173
376	2158
377	2133
378	2111
379	2086
380	2064
381	2044
382	2021
383	2007
384	1984
385	1959
386	1941
387	1924
388	1907
389	1885
390	1867
391	1848
392	1842
393	1823
394	1807
395	1791
396	1776
397	1757
398	1742
399	1727
400	1718
401	1699
402	1683
403	1668
404	1655
405	1639
406	1623
407	1613
408	1594
409	1581
410	1564
411	1550
412	1532
413	1519
414	1511
415	1493
416	1475
417	1462
418	1440
419	1426
420	1409
421	1396
422	1380
423	1363
424	1348
425	1339
426	1326
427	1316
428	1301
429	1285
430	1273
431	1260
432	1246
433	1225
434	1215
435	1204
436	1188
437	1174
438	1155
439	1144
440	1132
441	1118
442	1098
443	1085
444	1072
445	1061
446	1049
447	1040
448	1033
449	1018
450	1011
451	1003
452	996
453	984
454	972
455	966
456	959
457	946
458	942
459	930
460	920
461	913
462	907
463	901
464	892
465	882
466	870
467	862
468	858
469	856
470	844
471	830
472	824
473	819
474	810
475	808
476	794
477	788
478	781
479	769
480	762
481	757
482	751
483	741
484	729
485	723
486	714
487	706
488	702
489	697
490	687
491	685
492	677
493	669
494	660
495	656
496	651
497	639
498	627
499	622
500	616
501	610
502	605
503	604
504	599
505	594
506	587
507	583
508	578
509	569
510	563
511	559
512	551
513	548
514	540
515	533
516	523
517	523
518	521
519	513
520	510
521	508
522	502
523	497
524	492
525	487
526	482
527	481
528	480
529	476
530	468
531	463
532	459
533	453
534	451
535	447
536	440
537	438
538	433
539	431
540	426
541	423
542	418
543	417
544	414
545	410
546	404
547	396
548	394
549	390
550	382
551	381
552	377
553	374
554	370
555	369
556	368
557	365
558	364
559	356
560	354
561	349
562	345
563	340
564	336
565	333
566	329
567	325
568	324
569	320
570	316
571	313
572	309
573	306
574	304
575	302
576	301
577	298
578	295
579	293
580	290
581	283
582	278
583	275
584	274
585	271
586	267
587	264
588	262
589	260
590	258
591	256
592	255
593	252
594	251
595	251
596	250
597	247
598	246
599	244
600	240
601	235
602	231
603	227
604	224
605	218
606	216
607	215
608	214
609	214
610	212
611	210
612	208
613	208
614	204
615	201
616	199
617	196
618	194
619	193
620	192
621	192
622	192
623	191
624	190
625	189
626	187
627	186
628	184
629	180
630	180
631	179
632	178
633	177
634	175
635	173
636	171
637	170
638	168
639	167
640	163
641	157
642	157
643	157
644	156
645	155
646	155
647	154
648	149
649	149
650	148
651	148
652	146
653	145
654	145
655	142
656	141
657	138
658	137
659	136
660	134
661	133
662	131
663	131
664	127
665	125
666	121
667	121
668	119
669	119
670	118
671	116
672	116
673	116
674	114
675	113
676	113
677	112
678	111
679	111
680	111
681	111
682	110
683	109
684	106
685	104
686	103
687	103
688	102
689	99
690	97
691	95
692	95
693	94
694	94
695	93
696	92
697	92
698	91
699	90
700	90
701	89
702	87
703	85
704	85
705	85
706	82
707	82
708	80
709	80
710	79
711	78
712	77
713	76
714	75
715	75
716	74
717	74
718	72
719	72
720	72
721	72
722	72
723	71
724	70
725	70
726	70
727	70
728	70
729	69
730	69
731	68
732	67
733	66
734	66
735	66
736	66
737	65
738	64
739	64
740	63
741	63
742	63
743	61
744	61
745	60
746	59
747	59
748	57
749	57
750	56
751	56
752	56
753	55
754	55
755	54
756	54
757	53
758	53
759	53
760	52
761	52
762	52
763	52
